START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
2024-08-20 15:49,2024-08-20 17:20,Business,Kalyan,Dewas,50.7,Meal/Entertain
2024-03-26 20:24,2024-03-26 22:13,Personal,Bengaluru,Dhanbad,68.4,Site Inspection
2024-06-27 21:30,2024-06-27 23:24,Business,Nashik,Gwalior,64.4,Office Commute
2024-12-27 03:02,2024-12-27 04:30,Business,Navi Mumbai,Nagpur,55.6,Conference Visit
2024-02-28 22:40,2024-02-28 23:31,Business,Hyderabad,Hyderabad,21.5,Customer Visit
2024-03-07 00:38,2024-03-07 02:26,Business,Tiruchirappalli,Ranchi,61.3,Airport Pickup
2024-09-02 04:55,2024-09-02 12:00,Business,Ghaziabad,Jodhpur,270.5,Weekend Trip
2024-07-24 16:09,2024-07-24 18:09,Business,Meerut,Indore,69.9,Meeting
2024-06-30 12:17,2024-06-30 13:49,Business,Howrah,Gwalior,58.1,Office Commute
2024-08-07 09:10,2024-08-07 11:05,Business,Chandigarh,Nashik,65.0,Meeting
2024-04-01 03:44,2024-04-01 05:30,Personal,Kalyan,Solapur,59.6,Client Meeting
2024-11-25 23:28,2024-11-26 01:12,Business,Vijayawada,Madurai,64.3,Meal/Entertain
2024-08-09 15:43,2024-08-09 17:56,Business,Bengaluru,Jodhpur,79.7,Meeting
2024-10-12 05:40,2024-10-12 07:43,Business,Coimbatore,Vadodara,71.1,Field Work
2024-12-15 16:53,2024-12-15 18:19,Business,Meerut,Kalyan,48.7,Meal/Entertain
2024-12-09 14:32,2024-12-09 15:53,Business,Hubli,Srinagar,44.2,Customer Visit
2024-06-05 21:14,2024-06-05 22:47,Business,Lucknow,Madurai,49.0,Site Inspection
2024-03-01 23:02,2024-03-02 01:07,Business,Solapur,Kolkata,77.0,Meeting
2024-09-22 09:18,2024-09-22 11:05,Business,Jodhpur,Gwalior,66.2,Airport Pickup
2024-06-08 08:12,2024-06-08 10:21,Business,Jaipur,Mysore,79.0,Meeting
2024-08-28 18:04,2024-08-28 19:19,Business,Navi Mumbai,Ahmedabad,45.5,Meeting
2024-05-06 05:24,2024-05-06 07:32,Business,Nagpur,Mumbai,77.8,Client Meeting
2024-05-23 19:24,2024-05-23 21:10,Business,Chennai,Mumbai,67.4,Office Commute
2024-08-02 09:32,2024-08-02 11:22,Business,Ranchi,Nagpur,66.2,Office Commute
2024-12-05 16:19,2024-12-05 17:53,Personal,Tiruchirappalli,Vijayawada,54.8,Team Outing
2024-05-05 08:00,2024-05-05 10:04,Business,Coimbatore,Kota,76.9,Conference Visit
2024-06-28 02:30,2024-06-28 04:01,Business,Gwalior,Aurangabad,48.3,Airport Pickup
2024-11-05 10:16,2024-11-05 12:25,Business,Faridabad,Patna,79.6,Airport Pickup
2024-11-21 09:33,2024-11-21 11:36,Business,Kolkata,Lucknow,72.1,Errand/Supplies
2024-10-07 09:57,2024-10-07 11:18,Business,Vadodara,Vijayawada,49.8,Airport Pickup
2024-11-30 19:59,2024-11-30 22:15,Personal,Agra,Ranchi,79.8,Meeting
2024-10-05 01:23,2024-10-05 02:46,Business,Aurangabad,Surat,50.4,Customer Visit
2024-10-04 14:05,2024-10-04 16:09,Business,Raipur,Srinagar,79.6,Temporary Site
2024-11-11 05:14,2024-11-11 06:34,Business,Kochi,Kota,42.4,Client Meeting
2024-06-04 02:57,2024-06-04 04:18,Business,Thrissur,Thiruvananthapuram,41.6,Client Meeting
2024-04-11 22:40,2024-04-11 23:56,Business,Kanpur,Surat,45.8,Customer Visit
2024-02-25 03:04,2024-02-25 04:55,Business,Rajkot,Chennai,66.3,Errand/Supplies
2024-09-06 08:12,2024-09-06 09:24,Business,Surat,Kota,43.9,Meal/Entertain
2024-10-20 23:34,2024-10-21 01:32,Business,Kolkata,Vasai,70.1,Customer Visit
2024-06-23 21:48,2024-06-23 23:20,Business,Hyderabad,Gwalior,53.2,Customer Visit
2024-02-27 11:41,2024-02-27 13:40,Personal,Mumbai,Guwahati,70.5,Weekend Trip
2024-10-04 05:07,2024-10-04 06:54,Business,Ahmedabad,Dhanbad,62.5,Customer Visit
2024-07-03 13:58,2024-07-03 15:55,Business,Howrah,Raipur,65.4,Field Work
2024-02-19 22:12,2024-02-20 00:09,Business,Patna,Gwalior,72.2,Customer Visit
2024-03-29 12:21,2024-03-29 13:41,Business,Nagpur,Gwalior,50.3,Customer Visit
2024-01-05 16:28,2024-01-05 17:49,Business,Tiruchirappalli,Dewas,45.9,Client Meeting
2024-07-19 17:05,2024-07-19 19:14,Business,Jabalpur,Rajkot,74.8,Site Inspection
2024-09-07 01:07,2024-09-07 03:14,Business,Kota,Nashik,78.9,Meeting
2024-05-26 19:01,2024-05-26 20:52,Personal,Mysore,Tiruchirappalli,60.9,Meal/Entertain
2024-07-06 23:11,2024-07-07 00:56,Personal,Noida,Chennai,59.3,Airport Drop
2024-04-30 02:57,2024-04-30 04:28,Business,Agra,Patiala,53.7,Field Work
2024-11-02 12:34,2024-11-02 14:28,Business,Dhanbad,Chandigarh,71.1,Team Outing
2024-12-20 11:00,2024-12-20 12:32,Business,Noida,Delhi,58.4,Team Outing
2024-07-22 13:08,2024-07-22 15:06,Business,Thrissur,Ranchi,71.3,Office Commute
2024-08-31 06:29,2024-08-31 07:38,Business,Ranchi,Delhi,41.3,Field Work
2024-07-26 16:16,2024-07-26 17:56,Personal,Hyderabad,Lucknow,62.1,Client Meeting
2024-04-05 00:41,2024-04-05 02:25,Personal,Thane,Amritsar,60.9,Meal/Entertain
2024-11-29 00:41,2024-11-29 02:49,Business,Thane,Ranchi,77.5,Customer Visit
2024-08-24 13:34,2024-08-24 14:57,Business,Dhanbad,Pune,47.1,Temporary Site
2024-11-18 14:36,2024-11-18 15:54,Business,Meerut,Guwahati,47.6,Meal/Entertain
2024-08-15 10:54,2024-08-15 12:27,Business,Vasai,Howrah,49.1,Meal/Entertain
2024-05-03 19:58,2024-05-03 21:51,Business,Kolkata,Bengaluru,71.3,Office Commute
2024-03-17 15:51,2024-03-17 17:03,Business,Delhi,Kota,43.3,Conference Visit
2024-08-09 02:32,2024-08-09 04:06,Business,Madurai,Mysore,59.5,Meal/Entertain
2024-12-10 06:56,2024-12-10 08:21,Business,Mysore,Kanpur,44.5,Meeting
2024-08-26 14:44,2024-08-26 16:51,Business,Srinagar,Noida,72.2,Office Commute
2024-07-10 07:24,2024-07-10 09:10,Business,Agra,Ghaziabad,64.1,Errand/Supplies
2024-09-07 14:26,2024-09-07 15:57,Personal,Hyderabad,Lucknow,51.4,Field Work
2024-09-20 05:57,2024-09-20 07:31,Business,Ghaziabad,Vadodara,53.6,Meeting
2024-03-11 18:02,2024-03-11 20:07,Business,Navi Mumbai,Kochi,70.3,Temporary Site
2024-07-11 13:04,2024-07-11 14:44,Personal,Agra,Hubli,60.4,Meal/Entertain
2024-02-06 17:26,2024-02-06 19:25,Business,Coimbatore,Aurangabad,66.9,Meeting
2024-03-16 04:26,2024-03-16 06:23,Personal,Hyderabad,Navi Mumbai,72.9,Temporary Site
2024-05-04 06:45,2024-05-04 08:35,Business,Solapur,Dhanbad,60.1,Customer Visit
2024-08-09 18:11,2024-08-09 19:56,Business,Bengaluru,Patna,64.4,Meal/Entertain
2024-03-07 17:04,2024-03-07 18:37,Business,Hubli,Chennai,55.8,Field Work
2024-07-02 23:54,2024-07-03 02:09,Personal,Nashik,Patiala,78.3,Weekend Trip
2024-07-02 07:11,2024-07-02 09:20,Business,Srinagar,Rajkot,77.3,Client Meeting
2024-11-18 00:59,2024-11-18 02:57,Business,Jabalpur,Chandigarh,69.1,Customer Visit
2024-06-10 23:52,2024-06-11 01:20,Business,Kochi,Howrah,55.7,Site Inspection
2024-06-26 10:31,2024-06-26 11:52,Business,Solapur,Jodhpur,45.6,Meal/Entertain
2024-10-05 07:52,2024-10-05 09:17,Business,Ahmedabad,Thiruvananthapuram,48.3,Client Meeting
2024-11-03 03:54,2024-11-03 05:30,Business,Gwalior,Thrissur,52.9,Meal/Entertain
2024-03-24 11:45,2024-03-24 13:16,Business,Hubli,Meerut,48.0,Errand/Supplies
2024-05-06 09:43,2024-05-06 11:17,Business,Tiruchirappalli,Guwahati,49.7,Site Inspection
2024-01-18 20:45,2024-01-18 23:00,Business,Rajkot,Mysore,78.8,Delivery Task
2024-08-23 14:53,2024-08-23 16:25,Business,Pune,Vijayawada,50.0,Client Meeting
2024-04-20 09:15,2024-04-20 10:49,Business,Amritsar,Bengaluru,57.5,Office Commute
2024-10-28 01:47,2024-10-28 03:09,Personal,Kota,Bhubaneswar,43.0,Meal/Entertain
2024-08-10 22:53,2024-08-11 00:39,Business,Thiruvananthapuram,Chandigarh,63.6,Team Outing
2024-07-31 06:32,2024-07-31 08:04,Business,Meerut,Bangalore,53.1,Delivery Task
2024-02-24 13:15,2024-02-24 15:03,Business,Meerut,Ludhiana,67.6,Delivery Task
2024-05-20 06:54,2024-05-20 09:10,Business,Vadodara,Surat,78.3,Meeting
2024-03-29 10:09,2024-03-29 11:47,Business,Ranchi,Varanasi,52.9,Errand/Supplies
2024-04-10 14:17,2024-04-10 16:28,Business,Jabalpur,Hyderabad,78.9,Meeting
2024-09-06 10:06,2024-09-06 11:32,Business,Nagpur,Ranchi,45.6,Customer Visit
2024-11-18 23:46,2024-11-19 01:39,Business,Kanpur,Jodhpur,71.9,Weekend Trip
2024-01-13 11:02,2024-01-13 12:50,Business,Vijayawada,Lucknow,62.6,Office Commute
2024-09-03 08:47,2024-09-03 10:28,Business,Surat,Madurai,63.0,Customer Visit
2024-10-30 03:36,2024-10-30 05:42,Personal,Ranchi,Aurangabad,79.0,Meal/Entertain
2024-02-04 01:42,2024-02-04 03:51,Personal,Madurai,Chennai,73.9,Meal/Entertain
2024-10-24 22:01,2024-10-25 00:04,Business,Nashik,Noida,70.1,Airport Drop
2024-10-13 23:23,2024-10-14 01:25,Personal,Thiruvananthapuram,Guwahati,75.6,Airport Drop
2024-05-11 23:15,2024-05-12 01:12,Business,Noida,Hyderabad,65.9,Meal/Entertain
2024-06-16 22:14,2024-06-17 00:08,Business,Ludhiana,Srinagar,72.8,Weekend Trip
2024-05-31 10:34,2024-05-31 12:16,Business,Jodhpur,Mumbai,64.9,Customer Visit
2024-11-28 06:32,2024-11-28 07:53,Business,Agra,Dhanbad,46.0,Customer Visit
2024-09-10 20:06,2024-09-10 21:48,Personal,Mysore,Patna,61.3,Conference Visit
2024-12-07 21:06,2024-12-07 22:36,Business,Srinagar,Thiruvananthapuram,54.2,Team Outing
2024-02-09 04:25,2024-02-09 05:48,Business,Delhi,Srinagar,52.3,Errand/Supplies
2024-02-19 10:44,2024-02-19 12:02,Business,Madurai,Nagpur,41.6,Errand/Supplies
2024-09-12 14:33,2024-09-12 16:39,Business,Aurangabad,Hubli,77.1,Weekend Trip
2024-03-31 11:31,2024-03-31 13:41,Business,Delhi,Howrah,79.6,Customer Visit
2024-02-17 19:28,2024-02-18 02:38,Personal,Srinagar,Indore,275.5,Office Commute
2024-03-22 00:08,2024-03-22 02:16,Business,Ahmedabad,Kochi,74.2,Customer Visit
2024-10-26 10:05,2024-10-26 11:33,Personal,Amritsar,Kochi,47.9,Client Pickup
2024-07-15 18:49,2024-07-15 20:55,Business,Mysore,Thiruvananthapuram,78.8,Client Meeting
2024-10-14 15:17,2024-10-14 17:29,Business,Chennai,Solapur,77.6,Office Commute
2024-02-05 06:13,2024-02-05 07:41,Personal,Ranchi,Hubli,48.4,Customer Visit
2024-01-07 06:29,2024-01-07 08:30,Business,Kota,Ghaziabad,77.8,Field Work
2024-02-08 20:40,2024-02-08 22:53,Business,Jaipur,Thane,78.5,Conference Visit
2024-11-25 06:08,2024-11-25 07:48,Personal,Jabalpur,Howrah,57.4,Client Meeting
2024-05-31 08:08,2024-05-31 10:06,Business,Dhanbad,Pune,65.7,Meeting
2024-01-18 14:52,2024-01-18 16:54,Business,Ahmedabad,Guwahati,75.9,Site Inspection
2024-07-20 09:54,2024-07-20 11:03,Business,Tiruchirappalli,Faridabad,40.4,Conference Visit
2024-08-19 13:01,2024-08-19 14:14,Business,Bhubaneswar,Pune,41.6,Site Inspection
2024-06-10 02:55,2024-06-10 04:27,Business,Vadodara,Ranchi,54.9,Conference Visit
2024-02-28 18:58,2024-02-28 20:39,Business,Kalyan,Coimbatore,60.7,Meal/Entertain
2024-01-12 15:26,2024-01-12 17:33,Business,Jabalpur,Varanasi,71.5,Conference Visit
2024-11-22 18:38,2024-11-22 20:13,Business,Dewas,Howrah,54.9,Errand/Supplies
2024-10-12 10:14,2024-10-12 11:51,Personal,Nashik,Hubli,58.8,Delivery Task
2024-03-02 10:16,2024-03-02 11:55,Personal,Vijayawada,Kalyan,61.0,Office Commute
2024-01-26 18:12,2024-01-26 19:25,Business,Agra,Indore,43.7,Weekend Trip
2024-07-27 10:39,2024-07-27 12:49,Business,Kota,Kolkata,74.2,Delivery Task
2024-04-30 22:44,2024-05-01 00:42,Business,Bhubaneswar,Tiruchirappalli,65.5,Office Commute
2024-09-11 21:51,2024-09-11 23:14,Business,Kota,Vasai,45.1,Meal/Entertain
2024-10-17 18:33,2024-10-17 20:12,Business,Nashik,Patiala,59.1,Meeting
2024-02-25 09:05,2024-02-25 11:05,Personal,Bhubaneswar,Dhanbad,72.2,Errand/Supplies
2024-04-19 15:13,2024-04-19 17:04,Business,Patiala,Bangalore,68.7,Client Meeting
2024-04-26 22:31,2024-04-27 00:29,Business,Faridabad,Dhanbad,69.2,Meal/Entertain
2024-08-12 03:35,2024-08-12 05:19,Business,Raipur,Kolkata,60.8,Client Pickup
2024-09-13 18:50,2024-09-13 20:24,Business,Solapur,Vasai,56.9,Conference Visit
2024-12-17 20:40,2024-12-17 21:59,Personal,Mysore,Ranchi,41.4,Client Pickup
2024-01-06 13:29,2024-01-06 15:36,Business,Navi Mumbai,Amritsar,79.2,Site Inspection
2024-06-03 02:06,2024-06-03 03:35,Business,Navi Mumbai,Allahabad,49.5,Weekend Trip
2024-03-13 21:56,2024-03-14 00:04,Business,Agra,Mumbai,74.3,Customer Visit
2024-06-19 19:49,2024-06-19 21:12,Personal,Kochi,Dewas,50.5,Client Pickup
2024-05-11 00:19,2024-05-11 02:04,Business,Ranchi,Guwahati,60.6,Office Commute
2024-07-08 06:28,2024-07-08 08:35,Personal,Vasai,Coimbatore,72.3,Customer Visit
2024-07-20 14:06,2024-07-20 15:39,Personal,Patiala,Bengaluru,53.7,Meeting
2024-07-30 00:05,2024-07-30 01:52,Business,Aurangabad,Surat,65.7,Client Meeting
2024-02-16 17:04,2024-02-16 19:07,Business,Bengaluru,Dhanbad,73.2,Office Commute
2024-08-02 21:06,2024-08-02 22:40,Business,Bhubaneswar,Vadodara,58.1,Delivery Task
2024-12-09 22:36,2024-12-10 00:36,Business,Vadodara,Lucknow,72.8,Site Inspection
2024-03-18 03:48,2024-03-18 05:50,Business,Chandigarh,Thrissur,71.0,Errand/Supplies
2024-07-25 01:11,2024-07-25 02:50,Business,Ludhiana,Nagpur,62.5,Customer Visit
2024-07-25 04:04,2024-07-25 05:27,Business,Thane,Madurai,49.2,Team Outing
2024-09-03 08:13,2024-09-03 09:34,Business,Jabalpur,Chennai,46.6,Office Commute
2024-12-31 21:51,2024-12-31 23:18,Personal,Thrissur,Visakhapatnam,46.1,Delivery Task
2024-06-04 16:24,2024-06-04 18:35,Personal,Tiruchirappalli,Delhi,78.4,Airport Drop
2024-07-04 01:43,2024-07-04 03:27,Business,Jaipur,Vasai,56.9,Meeting
2024-01-30 01:50,2024-01-30 03:21,Business,Hubli,Bhubaneswar,52.0,Meal/Entertain
2024-10-11 20:20,2024-10-11 21:39,Business,Raipur,Meerut,48.4,Airport Drop
2024-11-15 09:42,2024-11-15 11:00,Business,Amritsar,Solapur,45.8,Client Pickup
2024-05-31 22:36,2024-06-01 00:44,Business,Solapur,Thane,79.1,Temporary Site
2024-11-20 00:30,2024-11-20 01:57,Business,Noida,Kalyan,47.7,Field Work
2024-12-12 15:59,2024-12-12 17:32,Business,Aurangabad,Dhanbad,51.0,Weekend Trip
2024-02-28 23:18,2024-02-29 01:25,Business,Bhopal,Rajkot,77.8,Client Pickup
2024-01-05 04:22,2024-01-05 06:15,Business,Kochi,Chandigarh,70.4,Site Inspection
2024-08-20 09:55,2024-08-20 12:01,Business,Ludhiana,Howrah,70.9,Client Pickup
2024-07-29 04:54,2024-07-29 07:02,Business,Dhanbad,Patiala,72.9,Airport Drop
2024-10-06 14:56,2024-10-06 16:56,Business,Chandigarh,Aurangabad,70.2,Airport Drop
2024-11-21 10:30,2024-11-21 11:45,Business,Varanasi,Guwahati,41.6,Client Meeting
2024-12-06 07:10,2024-12-06 09:05,Business,Bhopal,Navi Mumbai,63.4,Meeting
2024-10-11 04:29,2024-10-11 05:51,Business,Solapur,Gwalior,44.1,Site Inspection
2024-09-29 11:22,2024-09-29 13:09,Business,Faridabad,Vadodara,59.8,Errand/Supplies
2024-04-18 19:41,2024-04-18 21:45,Business,Kalyan,Amritsar,74.6,Customer Visit
2024-09-16 00:41,2024-09-16 02:13,Personal,Vasai,Ghaziabad,53.2,Weekend Trip
2024-03-26 23:29,2024-03-27 01:22,Business,Indore,Bangalore,63.4,Customer Visit
2024-10-02 03:58,2024-10-02 06:04,Business,Patiala,Guwahati,71.2,Meeting
2024-07-20 13:07,2024-07-20 14:46,Business,Meerut,Nagpur,55.0,Customer Visit
2024-09-06 14:11,2024-09-06 16:09,Personal,Allahabad,Nagpur,73.5,Meeting
2024-05-20 01:58,2024-05-20 04:01,Business,Mumbai,Bengaluru,70.6,Conference Visit
2024-09-08 07:18,2024-09-08 08:39,Business,Thiruvananthapuram,Jodhpur,41.6,Meeting
2024-12-31 03:16,2024-12-31 05:04,Personal,Tiruchirappalli,Kolkata,60.9,Office Commute
2024-09-16 20:10,2024-09-16 22:01,Business,Thiruvananthapuram,Thane,71.1,Errand/Supplies
2024-05-07 18:09,2024-05-07 19:54,Business,Dewas,Mumbai,65.2,Office Commute
2024-06-26 08:02,2024-06-26 09:16,Business,Gwalior,Vijayawada,41.1,Meeting
2024-04-06 14:03,2024-04-06 15:37,Personal,Indore,Thiruvananthapuram,54.1,Errand/Supplies
2024-04-12 04:57,2024-04-12 09:54,Business,Kochi,Surat,191.6,Office Commute
2024-05-05 00:08,2024-05-05 01:57,Business,Dewas,Meerut,61.9,Meeting
2024-07-13 02:48,2024-07-13 04:05,Business,Solapur,Indore,46.9,Meal/Entertain
2024-11-20 18:16,2024-11-20 20:12,Business,Hyderabad,Indore,69.6,Meeting
2024-02-05 02:53,2024-02-05 05:04,Personal,Hubli,Thrissur,76.6,Meal/Entertain
2024-05-28 14:59,2024-05-28 16:21,Business,Hubli,Nashik,47.4,Office Commute
2024-11-08 23:30,2024-11-09 01:10,Personal,Ghaziabad,Tiruchirappalli,54.0,Errand/Supplies
2024-05-05 08:20,2024-05-05 10:22,Business,Vasai,Jabalpur,78.4,Meeting
2024-09-28 22:36,2024-09-29 00:44,Business,Bhopal,Delhi,76.4,Client Pickup
2024-09-27 03:47,2024-09-27 05:17,Business,Solapur,Meerut,55.9,Customer Visit
2024-12-06 13:36,2024-12-06 15:28,Business,Delhi,Bangalore,63.9,Meeting
2024-05-17 09:39,2024-05-17 11:16,Business,Tiruchirappalli,Ghaziabad,53.6,Meeting
2024-10-12 22:38,2024-10-13 00:42,Business,Bhubaneswar,Vijayawada,73.8,Field Work
2024-03-28 07:31,2024-03-28 09:09,Personal,Nashik,Mumbai,53.0,Team Outing
2024-04-16 07:53,2024-04-16 09:07,Business,Thiruvananthapuram,Allahabad,46.2,Delivery Task
2024-04-05 06:50,2024-04-05 09:00,Business,Lonavala,Dhanbad,79.3,Site Inspection
2024-04-25 06:18,2024-04-25 07:38,Business,Kochi,Noida,45.8,Office Commute
2024-06-09 23:39,2024-06-10 01:40,Business,Ahmedabad,Tiruchirappalli,73.5,Errand/Supplies
2024-08-31 14:26,2024-08-31 16:17,Business,Kalyan,Coimbatore,63.2,Field Work
2024-11-08 00:28,2024-11-08 02:39,Business,Ranchi,Ghaziabad,79.3,Office Commute
2024-04-01 03:37,2024-04-01 05:47,Personal,Kanpur,Jabalpur,77.0,Client Pickup
2024-05-04 22:06,2024-05-04 23:59,Business,Madurai,Indore,67.7,Errand/Supplies
2024-12-22 07:31,2024-12-22 08:56,Business,Surat,Madurai,43.9,Team Outing
2024-03-29 11:28,2024-03-29 13:33,Business,Madurai,Hubli,73.1,Office Commute
2024-03-27 23:29,2024-03-28 01:21,Business,Raipur,Pune,62.2,Meeting
2024-06-19 01:15,2024-06-19 03:02,Personal,Guwahati,Mumbai,58.4,Customer Visit
2024-01-09 14:07,2024-01-09 16:25,Business,Mysore,Kanpur,79.8,Meeting
2024-09-21 20:45,2024-09-21 22:09,Business,Meerut,Noida,45.9,Field Work
2024-12-14 04:15,2024-12-14 05:35,Business,Aurangabad,Rajkot,50.1,Meal/Entertain
2024-02-21 18:58,2024-02-21 20:57,Business,Raipur,Nagpur,68.2,Conference Visit
2024-09-19 00:21,2024-09-19 02:07,Business,Dewas,Patiala,61.5,Team Outing
2024-06-07 02:50,2024-06-07 04:51,Business,Hyderabad,Dhanbad,75.0,Weekend Trip
2024-12-01 01:15,2024-12-01 02:55,Business,Srinagar,Madurai,63.5,Meal/Entertain
2024-02-16 11:31,2024-02-16 12:59,Business,Nashik,Amritsar,54.3,Meal/Entertain
2024-10-11 11:55,2024-10-11 13:49,Personal,Nashik,Aurangabad,69.2,Conference Visit
2024-11-20 13:39,2024-11-20 15:48,Business,Faridabad,Nagpur,79.6,Customer Visit
2024-05-08 20:30,2024-05-08 22:20,Business,Ahmedabad,Noida,69.1,Conference Visit
2024-05-30 11:18,2024-05-30 13:33,Business,Bengaluru,Jodhpur,78.0,Errand/Supplies
2024-03-12 01:35,2024-03-12 03:33,Business,Jaipur,Pune,73.9,Meeting
2024-04-07 20:56,2024-04-07 22:41,Business,Howrah,Indore,57.2,Office Commute
2024-05-16 09:25,2024-05-16 10:44,Business,Bangalore,Coimbatore,48.0,Airport Pickup
2024-01-08 22:08,2024-01-08 23:45,Business,Hyderabad,Kochi,61.0,Meal/Entertain
2024-01-01 16:06,2024-01-01 17:16,Business,Meerut,Amritsar,43.8,Conference Visit
2024-12-17 12:33,2024-12-17 13:50,Business,Agra,Hubli,41.1,Client Pickup
2024-08-29 02:57,2024-08-29 04:28,Business,Tiruchirappalli,Aurangabad,47.5,Meeting
2024-12-04 16:32,2024-12-04 18:01,Business,Coimbatore,Madurai,53.8,Client Meeting
2024-10-01 07:49,2024-10-01 09:52,Personal,Nagpur,Jabalpur,75.7,Meeting
2024-08-29 14:13,2024-08-29 15:45,Business,Lucknow,Chandigarh,57.8,Weekend Trip
2024-02-16 17:07,2024-02-16 19:08,Business,Visakhapatnam,Madurai,71.7,Client Meeting
2024-08-17 04:11,2024-08-17 06:01,Business,Visakhapatnam,Gwalior,67.3,Field Work
2024-08-26 03:21,2024-08-26 05:12,Business,Vasai,Bengaluru,64.1,Field Work
2024-10-31 11:59,2024-10-31 14:07,Business,Kolkata,Visakhapatnam,73.3,Customer Visit
2024-05-22 00:30,2024-05-22 01:59,Personal,Bhopal,Patiala,53.5,Errand/Supplies
2024-01-17 03:39,2024-01-17 05:42,Business,Faridabad,Thiruvananthapuram,71.8,Delivery Task
2024-11-23 14:56,2024-11-23 16:32,Business,Amritsar,Vijayawada,59.2,Field Work
2024-12-20 03:13,2024-12-20 05:09,Business,Tiruchirappalli,Ludhiana,66.2,Client Meeting
2024-02-22 14:43,2024-02-22 16:18,Business,Solapur,Madurai,51.3,Meeting
2024-06-05 23:46,2024-06-06 01:41,Business,Solapur,Delhi,65.1,Errand/Supplies
2024-05-04 20:43,2024-05-04 22:32,Business,Jaipur,Bangalore,59.6,Airport Pickup
2024-10-26 07:49,2024-10-26 10:02,Business,Nashik,Jaipur,79.7,Delivery Task
2024-01-17 04:02,2024-01-17 05:44,Personal,Srinagar,Patna,61.1,Customer Visit
2024-08-09 20:40,2024-08-09 22:34,Personal,Bangalore,Howrah,69.9,Office Commute
2024-01-19 08:00,2024-01-19 09:46,Personal,Noida,Hubli,61.4,Meal/Entertain
2024-09-22 16:53,2024-09-22 19:00,Personal,Jaipur,Delhi,72.9,Errand/Supplies
2024-05-24 00:19,2024-05-24 01:35,Business,Ranchi,Lucknow,47.1,Conference Visit
2024-12-12 13:21,2024-12-12 15:30,Business,Vijayawada,Dewas,78.0,Client Pickup
2024-03-21 06:55,2024-03-21 08:12,Business,Raipur,Hubli,48.1,Conference Visit
2024-02-15 04:17,2024-02-15 06:25,Business,Allahabad,Visakhapatnam,76.0,Meeting
2024-11-18 20:18,2024-11-18 22:21,Business,Agra,Vasai,72.5,Office Commute
2024-11-21 08:44,2024-11-21 10:23,Business,Coimbatore,Jaipur,54.9,Customer Visit
2024-09-16 15:10,2024-09-16 16:37,Business,Allahabad,Chandigarh,49.8,Meeting
2024-12-01 10:40,2024-12-01 12:28,Business,Varanasi,Visakhapatnam,62.8,Team Outing
2024-06-07 22:03,2024-06-08 00:02,Business,Dewas,Varanasi,76.5,Client Pickup
2024-12-15 22:38,2024-12-16 00:05,Business,Kalyan,Thiruvananthapuram,51.1,Office Commute
2024-08-31 07:44,2024-08-31 09:37,Business,Thiruvananthapuram,Srinagar,64.0,Office Commute
2024-09-24 18:35,2024-09-24 19:54,Business,Allahabad,Pune,45.2,Meeting
2024-11-03 06:25,2024-11-03 07:54,Business,Aurangabad,Navi Mumbai,46.4,Site Inspection
2024-10-14 10:09,2024-10-14 11:32,Business,Aurangabad,Coimbatore,46.7,Customer Visit
2024-07-27 06:18,2024-07-27 07:55,Personal,Patna,Raipur,55.9,Office Commute
2024-02-16 08:53,2024-02-16 10:16,Business,Gwalior,Tiruchirappalli,44.3,Weekend Trip
2024-08-03 10:38,2024-08-03 12:55,Business,Thiruvananthapuram,Varanasi,78.0,Client Pickup
2024-07-04 22:55,2024-07-05 00:05,Business,Delhi,Bhubaneswar,41.4,Team Outing
2024-01-27 04:13,2024-01-27 06:06,Business,Bhopal,Dhanbad,67.7,Office Commute
2024-06-20 15:57,2024-06-20 17:47,Business,Kanpur,Nashik,69.5,Field Work
2024-10-25 11:23,2024-10-25 13:32,Business,Patiala,Visakhapatnam,79.0,Meeting
2024-04-07 09:38,2024-04-07 11:39,Personal,Rajkot,Hubli,74.4,Office Commute
2024-05-31 23:17,2024-06-01 01:12,Business,Indore,Kolkata,65.8,Airport Drop
2024-08-31 14:03,2024-08-31 15:27,Business,Chandigarh,Gwalior,49.0,Team Outing
2024-06-20 02:02,2024-06-20 03:10,Business,Hyderabad,Patiala,41.0,Client Meeting
2024-03-03 13:32,2024-03-03 14:58,Business,Thrissur,Faridabad,51.5,Meeting
2024-08-28 05:38,2024-08-28 07:20,Personal,Meerut,Hubli,61.4,Office Commute
2024-12-16 02:46,2024-12-16 03:56,Business,Rajkot,Visakhapatnam,41.5,Office Commute
2024-08-08 04:24,2024-08-08 05:55,Personal,Patna,Dhanbad,55.5,Customer Visit
2024-07-30 21:11,2024-07-30 22:20,Business,Tiruchirappalli,Dhanbad,41.4,Meal/Entertain
2024-08-09 22:41,2024-08-10 00:26,Business,Ahmedabad,Noida,59.1,Conference Visit
2024-10-17 12:30,2024-10-17 14:09,Business,Gwalior,Patna,58.0,Errand/Supplies
2024-09-04 06:27,2024-09-04 08:06,Business,Patna,Lonavala,53.8,Customer Visit
2024-12-07 13:00,2024-12-07 14:43,Personal,Kota,Vijayawada,58.2,Customer Visit
2024-05-30 20:37,2024-05-30 22:33,Personal,Dhanbad,Chandigarh,69.2,Office Commute
2024-11-08 19:20,2024-11-08 20:35,Business,Varanasi,Chennai,40.8,Weekend Trip
